"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","분위기","장르 대분류","장르 대분류 영어","카테고리 / 키워드 명칭 (영문)","매칭 상세 설명 및 활용 팁","제목1","프롬프트1(속도 느림)","제목2","프롬프트2(속도 보통)","제목3","프롬프트3(속도 빠름)"
"","131","Nostalgic","일렉트로닉 / 힙합 서브컬처","10_Electronic_HipHop_Subcultures","Vaporwave","80~90년대 가요나 광고 음악을 몽환적이고 느리게 왜곡하여 키치하고 초현실적인 무드를 내는 장르","Macintosh Dreams","classic slowed-down lo-fi vaporwave, heavily reverbed retro jazz piano loop, warped chopped cassette tape texture, surreal 90s mall nostalgia, 65 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Aesthetic Shopping","mid-tempo retail vaporwave style, smooth synthetic elevator jazz melodies, nostalgic digital chime layers, dreamy laid-back commercial background, 90 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Hyper Virtual Plaza","upbeat fast vaporwave pop fusion, rapid chopped vocal glitches, sparkling retro video game synths, dizzying kitsch arcade montage energy, 120 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro"
"","132","Groovy","일렉트로닉 / 힙합 서브컬처","10_Electronic_HipHop_Subcultures","Future Funk","디스코, 시티팝 비트를 현대적인 일렉트로닉 하우스 드럼과 결합해 매우 청량하고 신나는 그루브를 만드는 장르","Tokyo City Sunset","relaxed lazy future funk lounge, sidechained retro disco guitar loop, warm filtered electric keys, smooth bass, trendy japanese city pop vibe, 100 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Neon Disco Spark","mainstream high-energy future funk, driving four-on-the-floor house drum beat, heavy funky slap bass loop, sparkly filtered anime vocal chop melodies, 124 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Hyperactive Funk Blast","fast explosive future funk, furious rapid slap basslines, hyper bright brass synthesizer stabs, non-stop ultra-happy japanese dance floor energy, 135 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro"
"","133","Dramatic","일렉트로닉 / 힙합 서브컬처","10_Electronic_HipHop_Subcultures","Melodic Dubstep","기존 덥스텝의 파괴적인 워블 베이스에 아름답고 서정적인 피아노/신스 멜로디 선율을 극적으로 조합한 장르","Shattered Hope","emotional slow melodic dubstep prelude, beautiful melancholic acoustic piano loop, distant cinematic string pads, gentle build-up atmosphere, 75 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Ethereal Horizon Drop","mainstream melodic dubstep anthem, powerful emotional vocal pad leads, crushing heavy supersaw synth chords layered with warm melodic wobble bass drop, 140 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Cyber Cataclysm Fury","fast aggressive melodic dubstep hybrid, rapid technical distorted metal growls interlocking with epic soaring electronic chords, high-voltage gaming, 145 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro"
"","134","Upbeat","일렉트로닉 / 힙합 서브컬처","10_Electronic_HipHop_Subcultures","Emo Rap / Sad Boy Beats","서정적인 기타 루프와 감성적인 808 힙합 비트가 결합되어 깊은 고독이나 우울한 감정선을 연출하는 장르","Alone in My Room","slow deep emo rap beat, melancholic looping acoustic guitar picking, booming heavy 808 sub bass glides, rolling trap hi-hats, dark sad lonely vibe, 70 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Heartbreak Boulevard","mid-tempo indie emo rap instrumental, crunchy electric guitar riffs, punchy modern crisp snare drum, sad driving rhythm, nostalgic teenage angst mood, 95 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Lost Velocity Drill","fast aggressive sad drill fusion, rapid skipping percussion, crying emotional piano loops, sliding heavy sub-bass notes, intense dramatic rap cypher, 140 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro"
"","135","Nostalgic","팝 / 인디 / 뉴에이지","11_Pop_Indie_NewAge","City Pop","70~80년대 세련된 도시 야경, 드라이브 감성을 자극하는 화려한 브라스와 베이스 중심의 레트로 팝","Midnight Neon Cruising","slow romantic city pop ballad, smooth electric piano rhodes chords, gentle jazzy saxophone solo, warm vintage funk bass pocket, retro glamorous Tokyo, 82 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Shibuya Night Walk","classic 80s japanese city pop style, driving energetic funk bass guitar line, bright rhythmic brass horns section, sparkling upbeat retro radio hit, 116 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Metropolitan Express Pop","fast modern city pop fusion, frantic slap bass groove, rapid crisp pop drums, bright lively synthesizer lead melodies, high-speed night drive, 130 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro"
"","136","Calm","팝 / 인디 / 뉴에이지","11_Pop_Indie_NewAge","Bedroom Pop","스튜디오가 아닌 방구석에서 작업한 듯한 로파이하고 다정한 감성, 나른한 보컬이 특징인 인디 팝 스타일","Lazy Morning Pillow","dreamy slow bedroom pop, cozy out-of-tune lo-fi electric guitar chords, lazy soft muted drums, warm intimate bass, naive casual daily lifestyle, 75 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Room Record","mid-tempo charming indie bedroom pop, simple acoustic guitar strumming loop, quirky vintage synth melody, happy handclaps, bright diy commercial vibe, 105 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Skateboard Summer Day","upbeat fast indie pop rock, driving acoustic guitar chugs, energetic live garage band drums, youthful bright joyful festival energy, 132 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro"
"","137","Minimal","팝 / 인디 / 뉴에이지","11_Pop_Indie_NewAge","Neo-Classical","클래식의 전통 악기(피아노, 첼로)에 미니멀리즘과 아주 현대적인 편곡 기법을 도입하여 영상미를 극대화하는 장르","Solitary Raindrops","minimalist neo-classical piano solo, slow deeply emotional sparse chords, ambient misty string textures background, melancholic indie art film mood, 60 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Metropolitan Movement","mid-tempo contemporary neoclassical symphony, rhythmic pulsing arpeggiated piano lines, soaring warm cello melodies, sophisticated documentary score, 105 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Kinetic Pulse Symphony","fast dramatic neoclassical build, frantic staccato orchestral string ostinatos, rapid dynamic grand piano runs, high artistic tension, 135 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro"
"","138","Dramatic","팝 / 인디 / 뉴에이지","11_Pop_Indie_NewAge","Cinematic Post-Rock","가사 없이 일렉트릭 기타의 공간감(Reverb)만으로 점진적으로 감정을 폭발시켜 다큐멘터리 엔딩 등에 자주 쓰이는 장르","Misty Sleep Horizon","ambient atmospheric post-rock prelude, slow swelling guitar swells with long delay effects, minimalist cymbal wash, spacious deep emotional space, 65 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Glow of Awakening","triumphant cinematic post-rock anthem, slow massive build-up into heavy driving rock drums, walls of shimmering distorted guitars, epic crescendos, 115 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Cosmic Explosion End","high-tempo dynamic post-rock climax, rapid relentless driving rock rhythm, cascading intense guitar delay patterns, majestic grand finale theme, 138 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro"
"","139","Upbeat","아시아 / 월드 에스닉","12_Asian_and_World_Ethnic","K-Pop (Modern)","중독성 있는 후크송 멜로디, 트렌디한 글로벌 팝 비트와 화려한 신스 사운드가 결합된 에너제틱한 장르","Seoul Chill Night","smooth r&b style k-pop pop track, slow atmospheric synth pads, deep modern trap-style 808 sub bass, sleek sophisticated modern lifestyle vlog, 80 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Mainstream Idol Anthem","modern mainstream k-pop idol style, powerful punchy future bass synth chords, catchy vocal chop hooks, driving dance pop beat, radio-ready hit, 122 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Hyper Dance Break","fast explosive k-pop dance banger, hyperactive pulsing synth bass, frantic high-hat rolls, explosive brass synth stabs, maximum choreography energy, 135 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro"
"","140","Romantic","아시아 / 월드 에스닉","12_Asian_and_World_Ethnic","J-Pop / Anime Rock","경쾌하고 빠른 속도감의 드럼 비트, 화려하고 정교한 일렉트릭 기타 솔로가 이끄는 애니메이션 오프닝풍 장르","Cherry Blossom Waltz","slow emotional j-pop rock ballad, acoustic piano chord foundation, warm sweeping string backdrop, slow powerful rock drums, sentimental anime ending theme, 72 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Shibuya Shibuya Run","classic energetic j-pop anime opening rock style, rapid driving electric rhythm guitars, bouncing melodic bassline, bright fast tempo acoustic drum kit, 132 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Hyper Velocity Open","fast high-energy anime rock, blistering fast technical electric guitar solos, frantic double-time drumming pace, explosive hyper youth gaming energy, 165 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro"
"","141","Groovy","아시아 / 월드 에스닉","12_Asian_and_World_Ethnic","Afrobeat (Amapiano)","최근 글로벌 차트를 휩쓰는 남아프리카 유래 장르로, 묵직하고 미니멀한 로그 드럼과 차분한 퍼커션 셔플 리듬이 특징","Midnight Pre-Party","chill lounge afrobeat, slow hypnotic soft electronic kick drum, rolling organic shaker loops, smooth fluid sub bassline, sensual summer sunset pool vibe, 95 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Johannesburg Club","mainstream amapiano style, signature heavy muted rolling log drum bass loops, mid-tempo crisp shakers, jazzy electronic piano chords, trendy club hit, 113 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Afrobeat Storm Festival","upbeat fast global afro-house fusion, rapid crisp percussion layers, driving energetic polyrhythmic tribal hand drums, bright festive dancefloor workout, 125 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro"
"","142","Calm","기능성 및 오디오 텍스처","13_Functional_and_Textural_SFX","ASMR / Textural Soundscape","음악적 멜로디를 최소화하고 장작 타는 소리, 빗소리, 종이 넘기는 소리 등 청각적 자극과 심리적 안정감을 주는 소스","Cozy Rain Cabin","pure textural asmr soundscape, soft crisp crackling wood fire fireplace sound, gentle continuous rainy day window audio fx, no musical instruments, 0 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Paper Flip Study","minimalist textual asmr background, repetitive crisp dry book page turning sound effects, gentle distant ticking clock, pure creative studying focus backdrop, 0 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Typing Keyboard Matrix","fast rhythmic typing asmr, continuous crisp mechanical computer keyboard clicking sound layout, ultra fast data typing pace, coding workflow atmosphere, 0 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro"
"","143","Comical","기능성 및 오디오 텍스처","13_Functional_and_Textural_SFX","Dark Ambient","고요함을 넘어 어둡고 기괴한 심해, 고립된 우주선 등을 연출할 때 극도의 공포감และ 긴장감을 주는 차가운 배경음","Sunken Submarine","ultra-slow pure dark ambient atmosphere, sprawling heavy industrial sub-bass drone pads, icy echo reverb metallic groans, no beats, deep sea trench void, 40 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Derelict Spacecraft","slow ominous dark ambient suspense, lurking cold synthesizer low frequencies, sparse quiet digitized computer warning bleeps, horror scientific pressure, 60 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Subterranean Factory","mid-tempo cold mechanical dark ambient, heavy repeating low distorted industrial machine hums, steady minimal pounding metal kick drum, pure warehouse dread, 90 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro"
"","144","Cute","기능성 및 오디오 텍스처","13_Functional_and_Textural_SFX","Glitch Hop","기계 오작동 음(Glitch), 칩튠(8-bit) 사운드를 힙합의 셔플 비트와 결합하여 키치하고 위트 있는 테크 무드를 만드는 장르","Broken Toy Jam","chill lofi glitch hop beat, slow swinging hip-hop drum loop, stuttering organic glitch clicks, playful 8-bit chiptune synth fragments, quirky vlog backdrop, 80 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Circuit Breaker","classic mid-tempo funk glitch hop, driving heavy analog synthesizer funk bassline, punchy syncopated breakbeats, frantic digital audio stuttering cuts, 110 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro","Hyper Cyber Riot","fast aggressive glitch hop core, rapid hyperactive digitized sound design screech, pounding electronic drums, intense technology or gaming montage, 130 BPM, instrumental, progressive arrangement, extended mix, dynamic shifts, building layer by layer, definitive outro"
